Rank,Validator Name,Validator Vote Account,Active Stake (SOL),Percentage of total stake (%),Cumulative Stake (%),Issuance Rewards Commission (%),Jito MEV Commission Rate (%),Issuance Revenue (SOL),Issuance Revenue as % of Total Revenue (%),Jito MEV Revenue (SOL),Jito MEV Revenue as % of Total Revenue (%),Block Rewards Revenue (SOL),Block Rewards Revenue as % of Total Revenue (%),Total Revenue (SOL),Server Cost (SOL),Voting Cost (SOL),Profit(SOL),Profitable
1126,moninorka,9BUaTrUWHVpwq4mN5YTWLD5cYy3UtyRSwzg5v2hyNFNm,20114.69,0.00005,0.993,0.05,0.1,69.12,0.1923,27.66,0.0769,262.75,0.7308,359.53,133.33,365,-138.8,NO
1127,,6K5veuKeVeXXnJQVm9NPytNX3ZAbUoGWePyC83ymRUCh,20113.21,0.00005,0.993,0.05,0.1,69.11,0.1923,27.66,0.0769,262.73,0.7308,359.5,133.33,365,-138.83,NO
1128,toxicoff,8ACcAUtFEEYRYGJ5CPPBco8NvbwhjZKsgv7Fma64QDPM,20111.57,0.00005,0.993,0.05,0.1,69.11,0.1923,27.65,0.0769,262.71,0.7308,359.47,133.33,365,-138.86,NO
1129,,7VKJjStSELiuK9PRQzQmQCGgy627sGSRSJhCVobMLVqL,20109.85,0.00005,0.993,0.05,0.1,69.1,0.1923,27.65,0.0769,262.69,0.7308,359.44,133.33,365,-138.89,NO
1130,,J1r9rLo71mG7eTpX1jiYi7vyLE3QMZ4PCBXYJJfXYsp6,20109.37,0.00005,0.993,0.05,0.1,69.1,0.1923,27.65,0.0769,262.68,0.7308,359.43,133.33,365,-138.9,NO
1131,Cryptoded,BG2FGmUyQo9RuGk48ypy9sa8LDJRx6j61tt64eGuAztG,20108.89,0.00005,0.994,0.05,0.1,69.1,0.1923,27.65,0.0769,262.68,0.7308,359.43,133.33,365,-138.91,NO
1132,,AvDxkBtVZgauCHTMLMUMFCG2GfnsN9zv2qXbrgAoWUmA,20108.52,0.00005,0.994,0.05,0.1,69.1,0.1923,27.65,0.0769,262.67,0.7308,359.42,133.33,365,-138.91,NO
1133,SolWizard,GDeQhGxQeHC65MWt7o27NdjichewGMm7iCHuZLvgGrsA,20108.45,0.00005,0.994,0.05,0.1,69.1,0.1923,27.65,0.0769,262.67,0.7308,359.42,133.33,365,-138.92,NO
1134,HassettNode,EQahA1H9zQDGTHzt5uGq1YXoiFSaYU8WxjtfCCGjUAv1,20107.63,0.00005,0.994,0.05,0.1,69.1,0.1923,27.65,0.0769,262.66,0.7308,359.4,133.33,365,-138.93,NO
1135,Crypto Champion,bhWgxLuBivaKiUgywT7JXsNhMgF8C6Pjg3j7jFKs58E,20106.78,0.00005,0.994,0.05,0.1,69.09,0.1923,27.65,0.0769,262.65,0.7308,359.39,133.33,365,-138.95,NO
1136,YVa,CSWfwhactcdyK2YcRmk3Hx1AZzNKDFnCecwiYsJDkuSm,20105.3,0.00005,0.994,0.05,0.05,69.09,0.1999,13.82,0.04,262.63,0.7601,345.54,133.33,365,-152.79,NO
1137,CoinDataFlow,34oGkjDsb6mRwSbvw9xZDtR9URfVpRnYjvwZecUZUsHF,20105.25,0.00005,0.994,0.05,0.1,69.09,0.1923,27.65,0.0769,262.63,0.7308,359.36,133.33,365,-138.97,NO
1138,binary01,8nJRto45oS8fqqmdFMsm6rJ96rZewKanr1V9NetCF3on,20103.95,0.00005,0.994,0,0.1,0,0,27.64,0.0952,262.61,0.9048,290.25,133.33,365,-208.08,NO
1139,gsnode,Aq9DBA3EtBRU19Vk1NKBCEReRaZNv9eSR2VexgbZteu3,20100.89,0.00005,0.994,0.05,0.1,69.07,0.1923,27.64,0.0769,262.57,0.7308,359.28,133.33,365,-139.05,NO
1140,,DR3Gt31cATSx4T6qRTaWcPzLKP3FSYpqrZ74iDHVm5A5,20100.69,0.00005,0.994,0.05,0.1,69.07,0.1923,27.64,0.0769,262.57,0.7308,359.28,133.33,365,-139.05,NO
1141,SoLada,5HVnkucygxhRqnVqch1vEoH36CEpb9TRJAQHW1gKwuzD,20099.18,0.00005,0.994,0.05,0.1,69.07,0.1923,27.64,0.0769,262.55,0.7308,359.25,133.33,365,-139.08,NO
1142,grachyk | zero commision,C9pfCHG1zx5fTtmbsFwLG6yFoztyUVXoCmirUcCe2dt7,20097.35,0.00005,0.994,0,0.1,0,0,27.63,0.0952,262.52,0.9048,290.16,133.33,365,-208.17,NO
1143,Blossom,89DXJe6XTDASsmyXJoPyRetLq1csRj9N2Bwn67fNvYGt,20097.31,0.00005,0.994,0.05,0.1,69.06,0.1923,27.63,0.0769,262.52,0.7308,359.22,133.33,365,-139.12,NO
1144,,GbRQmLLZFwc6Y2T6LWeKAj4jYRUA216kp2qrVrpT9avM,20096.99,0.00005,0.994,0.05,0.1,69.06,0.1923,27.63,0.0769,262.52,0.7308,359.21,133.33,365,-139.12,NO
1145,Pizza Pool,77vww1KxwCCsVRFioJbV4CGwTVyeyrf3KRC9SZdbHwtc,20094.76,0.00005,0.994,0.05,0.1,69.05,0.1923,27.63,0.0769,262.49,0.7308,359.17,133.33,365,-139.16,NO
1146,Zoe validator + MEV 0% fee,AqP3MyNwDP4L1GJKYhzmaAUdrjzpqJUZjahM7kHpgavm,20093.02,0.00005,0.994,0,0.1,0,0,27.63,0.0952,262.47,0.9048,290.1,133.33,365,-208.24,NO
1147,AaruAbhi,6CSENi9ZT4iMQGgWi7mBBe9bKwe5qKamcJg6MAANTzrN,20092.8,0.00005,0.994,0.05,0.1,69.04,0.1923,27.63,0.0769,262.47,0.7308,359.14,133.33,365,-139.2,NO
1148,bornslippy,DdAvpE1oUuV1sNUxLgtCfC6ZwhgdyPksoXU9EfYdXL5U,20088.69,0.00005,0.994,0.05,0.1,69.03,0.1923,27.62,0.0769,262.41,0.7308,359.06,133.33,365,-139.27,NO
1149,mSOL,8WVqaMTGPKsVSFBBPgm1vHRvSzTZYhJStQhUva1jtg78,20086.15,0.00005,0.994,0.05,0.1,69.02,0.1923,27.62,0.0769,262.38,0.7308,359.02,133.33,365,-139.31,NO
1150,Isakovka,8GERjfptn6PXXEPVmRbJQ3KwESf2wLbamFk71LGsQHcZ,20085.27,0.00005,0.995,0,0.1,0,0,27.62,0.0952,262.37,0.9048,289.98,133.33,365,-208.35,NO
1151,,BzFtHeFSLDDEWeGN4UbRNLCtdeaicHWsxRjCTvxUnJtw,20081.88,0.00005,0.995,0.05,0.1,69.01,0.1923,27.61,0.0769,262.32,0.7308,358.94,133.33,365,-139.39,NO
1152,Henry,ABs7XJAwHJpmBfC2y677bH5jzNtt5cAxXc14Q5bWgQRd,20075.24,0.00005,0.995,0.05,0.1,68.98,0.1923,27.6,0.0769,262.24,0.7308,358.82,133.33,365,-139.51,NO
1153,Kubrak,Hm2uPQbdNCRjiwSJnA9edrMVC2PBUPa6qBWfC12RHx1B,20074.12,0.00005,0.995,0,0.1,0,0,27.6,0.0952,262.22,0.9048,289.82,133.33,365,-208.51,NO
1154,,EtGWDbP7342Mo2PnG6MYUP1rL8v69ycn1FRnRTB1BLU3,20072.38,0.00005,0.995,0.05,0.1,68.97,0.1923,27.6,0.0769,262.2,0.7308,358.77,133.33,365,-139.56,NO
1155,✨your operator - 0% fee,T2B5S9sTJCRi9mcpCbHi2rAdqfT3Y7tsm6ahnWhvH75,20067.08,0.00005,0.995,0,0.1,0,0,27.59,0.0952,262.13,0.9048,289.72,133.33,365,-208.61,NO
1156,OSATEAM,3nSx5yrMimosm6fWh3KooRp6RxAr2A81o7UAgZUhuLQc,20066.46,0.00005,0.995,0.05,0.1,68.95,0.1923,27.59,0.0769,262.12,0.7308,358.67,133.33,365,-139.67,NO
1157,Lucky Loki,B7Z2u3Uw4xvu7s9wtBiV3YmWdr7vEm3r6ZL2jytxQvtY,20066.05,0.00005,0.995,0,0.1,0,0,27.59,0.0952,262.12,0.9048,289.71,133.33,365,-208.63,NO
1158,WALL·E,EcZBjDPzSZLdsyKCBq26MZMYFfiinZsfcL3SwWMK1eNL,20065.89,0.00005,0.995,0,0.1,0,0,27.59,0.0952,262.11,0.9048,289.7,133.33,365,-208.63,NO
1159,Accumulate Top Stake,Ez5oqa7UBJosiUZ3YbXsjGfnZAdcGE7awrkRmcCWY3yB,20063.83,0.00005,0.995,0.05,0.1,68.95,0.1923,27.59,0.0769,262.09,0.7308,358.62,133.33,365,-139.71,NO
1160,FroBegz,GZzcHTsorXLrWEevXYo51ED15NTYPLPLzgGxddYMNdn5,20062.25,0.00005,0.995,0.05,0.1,68.94,0.1923,27.59,0.0769,262.07,0.7308,358.59,133.33,365,-139.74,NO
1161,sunny_bubiik,8Xt3wSSftRb6L7iRiC2SRU9UQop4S9ZaGzWv3ZH6PSTD,20059.53,0.00005,0.995,0,0.1,0,0,27.58,0.0952,262.03,0.9048,289.61,133.33,365,-208.72,NO
1162,Vadym.exe,1M5USfamd1N4i1z6UZeECrWeu2VfrxjYMBSXThu6TqB,20059.16,0.00005,0.995,0,0.1,0,0,27.58,0.0952,262.03,0.9048,289.61,133.33,365,-208.73,NO
1163,Vokaman,2ViVhbfV3uJb5xVBBBs4HZaoMK1M2WhHJB1sRDnp8R4o,20056.83,0.00005,0.995,0,0.1,0,0,27.58,0.0952,262,0.9048,289.57,133.33,365,-208.76,NO
1164,T-Sync 🔄,EJEsgjKdxKPe5mRaepH6bT8Q8xfSo7Lr9G7iEi6AgZMR,20055.19,0.00005,0.995,0,0.1,0,0,27.58,0.0952,261.97,0.9048,289.55,133.33,365,-208.78,NO
1165,Si4,DzGHc5pLJACrLNrXQqvhoLW5cyEDQnuRcP4QDEhumkpG,20054.72,0.00005,0.995,0.05,0.1,68.91,0.1923,27.58,0.0769,261.97,0.7308,358.46,133.33,365,-139.88,NO
1166,Assure.cash,Bjq4FbzK9aA9bQ7nYd5eGjTtiMyB8yFLVomgr8Wow4hK,20054.24,0.00005,0.995,0.05,0.1,68.91,0.1923,27.57,0.0769,261.96,0.7308,358.45,133.33,365,-139.88,NO
1167,HARB_UZ⚡,9SFU2TfJmGB2jq8NHc5Kiaph6BGje7MDJRu7joQ7ZqWV,20053.12,0.00005,0.995,0,0.1,0,0,27.57,0.0952,261.95,0.9048,289.52,133.33,365,-208.81,NO
1168,,EZCQcPkgsNS5rnfoAWRsVZNGEo3GoZSVV4qSdeWrXzhX,20052.48,0.00005,0.996,0.05,0.1,68.91,0.1923,27.57,0.0769,261.94,0.7308,358.42,133.33,365,-139.92,NO
1169,Konomic.com,EDjoFJLunZhjS7difXbi1DvLPPdFenf7YvTFoa9y5pCZ,20051.41,0.00005,0.996,0.05,0.1,68.9,0.1923,27.57,0.0769,261.92,0.7308,358.4,133.33,365,-139.94,NO
1170,,9gX9MV3nGHRs1R9E52Q3vMg1tNGe5NHvzdfo3AMHnr5t,20048.32,0.00005,0.996,0.05,0.1,68.89,0.1923,27.57,0.0769,261.88,0.7308,358.34,133.33,365,-139.99,NO
1171,viki_miki,FqhGYvSrTwEnJv4VHJZx1oEtd5fewYcdi2CPsbKnSYhy,20047.65,0.00005,0.996,0.05,0.1,68.89,0.1923,27.57,0.0769,261.88,0.7308,358.33,133.33,365,-140,NO
1172,estet008,FD1S7VFjDhWXwq5hnFpmAMqnt8cadQf9o3pNzr3ETJTZ,20045.23,0.00005,0.996,0.05,0.1,68.88,0.1923,27.56,0.0769,261.84,0.7308,358.29,133.33,365,-140.05,NO
1173,martta555,C2bJpaAU2cBupABkV5p9ed37sn7z8f2nfXqZ1gFBNBvv,20041.2,0.00005,0.996,0.05,0.1,68.87,0.1923,27.56,0.0769,261.79,0.7308,358.22,133.33,365,-140.12,NO
1174,ArtVaut | 🚀 Launch your stake 🌐,46aWpTtjQaTRL81dWXg19H5V2Jf2rg1Cy3hzr76vJDSf,20032.57,0.00005,0.996,0.05,0.1,68.84,0.1923,27.55,0.0769,261.68,0.7308,358.06,133.33,365,-140.27,NO
1175,,ifHMQAxuzMPF19jsZXpLMTA9wNzPzB8XkNaWyCi8Zg8,20032.5,0.00005,0.996,0.05,0.1,68.84,0.1923,27.55,0.0769,261.68,0.7308,358.06,133.33,365,-140.27,NO
1176,Allocate Meme,AJmRAtaMf646abDoNBK18ghFTwR3ocnQjRCttrQkzFET,20031.51,0.00005,0.996,0.05,0.1,68.83,0.1923,27.54,0.0769,261.66,0.7308,358.04,133.33,365,-140.29,NO
1177,Hygge,85ykoc8e56w7wDB3q9obP4fA8WwzvWVNGspgqN2KZ9gC,20030.92,0.00005,0.996,0.05,0.1,68.83,0.1923,27.54,0.0769,261.66,0.7308,358.03,133.33,365,-140.3,NO
1178,SkyForge | Reach Higher with No Commision,B9aUcoqmbxJgbPb28oVoZg6WsXUj6Hf6Wu5P7CUbJ6NU,20030.51,0.00005,0.996,0,0.1,0,0,27.54,0.0952,261.65,0.9048,289.19,133.33,365,-209.14,NO
1179,Ai_Stake,3S5Pw4wiwvF3B5pXQVzraiFUF2iQUDnowZDTCXBmE33k,20030.14,0.00005,0.996,0.05,0.1,68.83,0.1923,27.54,0.0769,261.65,0.7308,358.02,133.33,365,-140.32,NO
1180,,5vZqGaxGdjhrAVqScWxLiy67ze2PqgMzyNVJcagMvPaQ,20029.52,0.00005,0.996,0.05,0.1,68.83,0.1923,27.54,0.0769,261.64,0.7308,358.01,133.33,365,-140.33,NO
1181,Finmy.0x6170,6VSu1wCkeugWdSB3ZgCCFSAttu5XTuSWVRD1vJVPVQXq,20029.41,0.00005,0.996,0,0.1,0,0,27.54,0.0952,261.64,0.9048,289.18,133.33,365,-209.16,NO
1182,Ali Al + 0% fee,8ZfSRfAuDLV86PaKSCNfgx3AU1w6Hp8sGrEgFTkHViCt,20028.7,0.00005,0.996,0,0.1,0,0,27.54,0.0952,261.63,0.9048,289.17,133.33,365,-209.17,NO
1183,SOL⚙️smith,DXv73X82WCjVMsqDszK3z764tTJMU3nPXyCU3UktudBG,20027.06,0.00005,0.996,0,0.1,0,0,27.54,0.0952,261.61,0.9048,289.14,133.33,365,-209.19,NO
1184,SHP,HymVLhdKah8BrZj4FAXJJYH8nhWGqjqvFvPFJM5L5VNa,20025.79,0.00005,0.996,0,0.1,0,0,27.54,0.0952,261.59,0.9048,289.13,133.33,365,-209.21,NO
1185,⛰stakestrong.com,2yruMEFWuAJ9C2jv5JyjAfgTZVGhCmv5945TUwdP17kk,20024.49,0.00005,0.996,0.05,0.1,68.81,0.1923,27.53,0.0769,261.57,0.7308,357.92,133.33,365,-140.42,NO
1186,Blockson,D7rALJCR3KUMhTwtmjvk4ursBLbDNvAVRf2FwdQtbVF9,20023.51,0.00005,0.996,0.05,0.1,68.81,0.1923,27.53,0.0769,261.56,0.7308,357.9,133.33,365,-140.43,NO
1187,PeakX,72Ag5dggfQFknHXABYnG172r2vtepa5ugiZDJCmKnx4X,20022.72,0.00005,0.997,0.05,0.1,68.8,0.1923,27.53,0.0769,261.55,0.7308,357.89,133.33,365,-140.45,NO
1188,D validator with 0 fees,4VvZyjDj3KNYNbjzgaG5GxX4xeLhcFV6fA6BDPf6dLy4,20021.21,0.00005,0.997,0,0.1,0,0,27.53,0.0952,261.53,0.9048,289.06,133.33,365,-209.27,NO
1189,Operator Artemon,7yGMaEA2HBLKJzLwXEMGg2fJBffZwMhVT4oQgqhJUP5N,20018.82,0.00005,0.997,0,0.1,0,0,27.53,0.0952,261.5,0.9048,289.02,133.33,365,-209.31,NO
1190,Skeleton Validator,F2aGhv2o1j6zzBPrfdiXuSSek17nPwXqHqwKMdW8Rfxc,20012.47,0.00005,0.997,0,0.1,0,0,27.52,0.0952,261.42,0.9048,288.93,133.33,365,-209.4,NO
1191,Icebreaker,8qPCNWqVehF1Sc7YgUKUr7DUZtt514WHF71Wah8ZTkgR,20009.55,0.00005,0.997,0.05,0.1,68.76,0.1923,27.51,0.0769,261.38,0.7308,357.65,133.33,365,-140.68,NO
1192,lusit validator +MEV +Jito | 24x7 gainz,8iQ1B7D8eUpiJonRswHTBoy1WUEuj4JtPk4BzZqG3SD4,20002.17,0.00005,0.997,0.05,0.04,68.73,0.2016,11,0.0323,261.28,0.7662,341.02,133.33,365,-157.32,NO
1193,aLone Staker,2tdiMkw7vc7ELX6YSQVRdEWFuwAmmYCTcvgqsCTTVRHc,20000.15,0.00005,0.997,0,0.1,0,0,27.5,0.0952,261.25,0.9048,288.76,133.33,365,-209.58,NO
1194,alex,BQMvUHC6wqpd3TR8B5tAF8WXQ9xBRkopVqzAC65BSd4A,19989.73,0.00005,0.997,0.05,0.1,68.69,0.1923,27.49,0.0769,261.12,0.7308,357.3,133.33,365,-141.04,NO
1195,,wBHoS4crohFySMYhApDtjgoMFsXPTsu2nULPf8Geon6,19989.38,0.00005,0.997,0.05,0.1,68.69,0.1923,27.49,0.0769,261.11,0.7308,357.29,133.33,365,-141.04,NO
1196,Valera,9esjPxaUdD7yg4yDrBkP3jLipcAGVjpLDXsddF89avzW,19981.68,0.00005,0.997,0,0.1,0,0,27.48,0.0952,261.01,0.9048,288.49,133.33,365,-209.84,NO
1197,SolChampion 🏆 validator,B191sdbDFjEmLLNixWEfjsoxoYLbr5hnpT39KKoqgkUp,19978.94,0.00005,0.997,0.05,0.1,68.65,0.1923,27.47,0.0769,260.98,0.7308,357.1,133.33,365,-141.23,NO
1198,⭐StepByStep⭐ 0%Fee+Jito MEV,2wUhcnViyzstvWmk7NAboKtjbFbqJPo4BvFBV37dacLc,19976.1,0.00005,0.997,0,0,0,0,0,0,260.94,1,260.94,133.33,365,-237.39,NO
1199,Indigirka,indVHvxmQVkK4VsdHiK8kXjLDSjHfHRfP3yvZ947Gn3,19957.12,0.00005,0.997,0,0.05,0,0,13.72,0.05,260.69,0.95,274.41,133.33,365,-223.92,NO
1200,Augment.Cash Top Validator,g73uD1jYARir7KJBmS94KN5XjasoZwcxAgCrS59LyBG,19939.93,0.00005,0.997,0.05,0.1,68.52,0.1923,27.42,0.0769,260.47,0.7308,356.41,133.33,365,-141.93,NO
1201,,34nZYTMHzQcrWFQ7v47t34B7AzSbJgwLVehaZxTRPQwn,19931.58,0.00005,0.997,0.05,0.1,68.49,0.1923,27.41,0.0769,260.36,0.7308,356.26,133.33,365,-142.08,NO
1202,eska,3aHzcWLrkY2QrcDSR3bMbFWURRJWFojxh3o8wbEghXZ9,19929.95,0.00005,0.997,0.05,0.1,68.48,0.1923,27.4,0.0769,260.34,0.7308,356.23,133.33,365,-142.11,NO
1203,GameValues,8UZnAPPeYMbxju37MDR3it9nTutGhK9F1hKDxZikygfN,19907.79,0.00005,0.997,0.05,0.1,68.41,0.1923,27.37,0.0769,260.05,0.7308,355.83,133.33,365,-142.5,NO
1204,,6JpwHChay7q9meZVBhGp4wBvTGy7L28XsCzwLhGF875r,19889.76,0.00005,0.997,0.05,0.1,68.35,0.1923,27.35,0.0769,259.81,0.7308,355.51,133.33,365,-142.82,NO
1205,Solana Portugal,STPTPuWoyKzbWawom5DBndxkeRFAjW4PzJ2EjL1qeMW,19867.42,0.00005,0.997,0.05,0.1,68.27,0.1923,27.32,0.0769,259.52,0.7308,355.11,133.33,365,-143.22,NO
1206,Fibonacci Finance,fVotEjqpmpQYgyVyBCwYm62BKqqTQNE6SpYnRmdBazH,19836.44,0.00005,0.998,0.05,0.1,68.16,0.1923,27.28,0.0769,259.12,0.7308,354.56,133.33,365,-143.78,NO
1207,Solitude,8c15zdteBtxxcffHsegtppNK9eG9JPye9gL4kCppZmKr,19756.08,0.00005,0.998,0,0.1,0,0,27.16,0.0952,258.07,0.9048,285.23,133.33,365,-213.1,NO
1208,NeverBackDown,FQ5Hc8CgnBBFT87QYt72SVVYGEk677fZHDKH1wX2TeQ5,19700.85,0.00005,0.998,0,0.1,0,0,27.09,0.0952,257.35,0.9048,284.43,133.33,365,-213.9,NO
1209,borsh,E7SeJHDuThghiqzyq5WRP67zGr4JzLCQYqeAeHKc8vwM,19687.56,0.00005,0.998,0.05,0.1,67.65,0.1923,27.07,0.0769,257.17,0.7308,351.89,133.33,365,-146.44,NO
1210,TruthNode,TrutHUEykD2UsmAq7W3hA4r3XiQxGLqhENAwo9522xa,19661.03,0.00005,0.998,0.05,0.1,67.56,0.1923,27.03,0.0769,256.83,0.7308,351.42,133.33,365,-146.91,NO
1211,ZAN,59uncaiGG7RMfH6yMc6tLR69d61aT5yEcJq6ccq5Xbbu,19001,0.00005,0.998,1,0.08,1305.86,0.8291,20.9,0.0133,248.2,0.1576,1574.96,133.33,365,1076.63,YES
1212,SBG validator,UVxJgkAkEiu5wqpR8JkBsF6yV3CPMfPivk8nUpCDKw6,18609.23,0.00005,0.998,0.05,0.08,63.95,0.1953,20.47,0.0625,243.09,0.7422,327.5,133.33,365,-170.83,NO
1213,PaDvo,8EHeAESs87EejfEMi6u1ndexywxGMAanV7QsUpDiseWP,18582.53,0.00005,0.998,0.05,0.1,63.85,0.1923,25.55,0.0769,242.74,0.7308,332.14,133.33,365,-166.19,NO
1214,,CKLRSR1fxYybR553rjwknHdnShRFmYAcCZWvoTExBqBp,18575.92,0.00005,0.998,0.05,0.1,63.83,0.1923,25.54,0.0769,242.65,0.7308,332.02,133.33,365,-166.31,NO
1215,Animera Validator,animtzgCeqLcQHYAwN1GFZUZ8cqNhLvJwqWah14zRM9,18506.44,0.00005,0.998,0,0,0,0,0,0,241.74,1,241.74,133.33,365,-256.59,NO
1216,toyballz,mStRhdPx1gCC8aTteWrEzqxLyjsn7nqh2LqsCZ2Bihr,18413.43,0.00005,0.998,0.05,0.1,63.27,0.1923,25.32,0.0769,240.53,0.7308,329.12,133.33,365,-169.21,NO
1217,Play Solana,P1ayLpEHHVagavo2WGM3Rp9KKxwYU2VKQrfjdXGmKt1,17971.01,0.00005,0.998,0.04,0,49.4,0.1739,0,0,234.75,0.8261,284.15,133.33,365,-214.18,NO
1218,Fthr Validator,AfyTzhTXBRBCxGdTEMc9LNEkVGVGfGA9wHf1VikaNb37,17586.89,0.00005,0.998,0,0,0,0,0,0,229.73,1,229.73,133.33,365,-268.6,NO
1219,MetaDAO,metaRWEc85haGPz6P79kiuG3F8JXKjR7oQr2zjokUCU,17285.4,0.00005,0.998,0.05,0.1,59.4,0.1923,23.77,0.0769,225.79,0.7308,308.96,133.33,365,-189.38,NO
1220,Nebula Node,nebu1WnZBrFZz5X7sfPWuEqyb8LBSsrXpxaesnK9CRE,17283.74,0.00005,0.998,0,0,0,0,0,0,225.77,1,225.77,133.33,365,-272.56,NO
1221,Flipside,DMPhNJFSvi34NmfcqR4B5rdKgDYY3kZbXpdXJBL4cJ1q,17112.74,0.00005,0.998,0,0.08,0,0,18.82,0.0777,223.54,0.9223,242.36,133.33,365,-255.97,NO
1222,,CnB88pH35AjH2XUsiK5X257sVLkGUf11UDioXgJXoLuL,16779.63,0.00004,0.998,0,0,0,0,0,0,219.19,1,219.19,133.33,365,-279.15,NO
1223,Humbility,EWRHPjhZmYj4oqgo4MyjuqoWzuPhCcRvTtdGDjuLWeMq,16581.29,0.00004,0.998,0,0,0,0,0,0,216.6,1,216.6,133.33,365,-281.74,NO
1224,,2cBhQVapMyJVtXUvojvv49jwR8jxRm19S9nXbeA5vCvj,16391.67,0.00004,0.998,0.99,0,1115.26,0.8389,0,0,214.12,0.1611,1329.38,133.33,365,831.05,YES
1225,enderSOL Validator,36MVUhntTiTY7nsLyoCdRj4wbs2rvw2nPEZiM5XCkJLb,16298.35,0.00004,0.998,0,0,0,0,0,0,212.9,1,212.9,133.33,365,-285.43,NO
1226,Chorus One Research,EogKVYgic8LKAuV1kR9nRqJaS5zpwCvSMfqoehzmAMpK,16181.77,0.00004,0.998,0,0.05,0,0,11.13,0.05,211.38,0.95,222.5,133.33,365,-275.83,NO
1227,,7PGx3h8ZYb8A2TXh8fvLDPg5dJ9dmxxfA1xoDQCd1m49,16148.18,0.00004,0.999,0,0.1,0,0,22.2,0.0952,210.94,0.9048,233.14,133.33,365,-265.19,NO
1228,Litx - 0% Commission,D7WodK26tETSqyWBW35vvMGfige9afLEyTsm1Pvvropd,15948.61,0.00004,0.999,0,0.1,0,0,21.93,0.0952,208.33,0.9048,230.26,133.33,365,-268.07,NO
1229,Black Sea Gold,BSGMtRHy9qvsPbUKtT8yqd7nNqn2urTcSMVUgzj9zJVd,15764.47,0.00004,0.999,0.05,0.1,54.17,0.1923,21.68,0.0769,205.93,0.7308,281.77,133.33,365,-216.56,NO
1230,Opt52,HSV5EHECVyJhDFV1uApzXbU7uK17Z1FXcvtJvHyi2jXC,15468.06,0.00004,0.999,0.05,0,53.15,0.2083,0,0,202.05,0.7917,255.21,133.33,365,-243.13,NO
1231,,Gk7aonsprBZXQBMMEDgRVJ6RdMRwBd3KXQcu6k2T7hyU,15463.98,0.00004,0.999,0.05,0,53.14,0.2083,0,0,202,0.7917,255.14,133.33,365,-243.19,NO
1232,GO2Pro,7EehNwMoKCwFULMYDcNxv991pVdtBALKR9DSXnN8DJE3,15436.56,0.00004,0.999,0.05,0.05,53.04,0.1999,10.61,0.04,201.64,0.7601,265.3,133.33,365,-233.03,NO
1233,SOLPulse 🚀 0% fee + MEV 💎 Top APY,3VTepuwgRA9nyw2JESdnqrb5cqFZS3vD3R4TuuV2wGHA,15424.49,0.00004,0.999,0,0,0,0,0,0,201.48,1,201.48,133.33,365,-296.85,NO
1234,10% APY Validator,VoteRTKAK92QgGAECu3nk5qBaMEUzV6yf2qdzVvbpvZ,15315.7,0.00004,0.999,0,0,0,0,0,0,200.06,1,200.06,133.33,365,-298.27,NO
1235,Kukis Global,4MpRU9fDDSQNNTeb4v5DPZZTKupYancGksH679AKLBnt,15154.39,0.00004,0.999,0.05,0.08,52.07,0.1953,16.67,0.0625,197.96,0.7422,266.7,133.33,365,-231.63,NO
1236,Dan's Validator,B38JgkTi7Fu2Uxk8JzNw4M7aMhVxzGu2fsRqHNScPkCQ,14213.66,0.00004,0.999,1,1,976.84,0.7194,195.44,0.1439,185.67,0.1367,1357.95,133.33,365,859.62,YES
1237,toRoot Validator,3fntToRUTyDpSoLF1QMZgpF5HoDcSmvBisXoyKASMaaH,14013.96,0.00004,0.999,0,0,0,0,0,0,183.06,1,183.06,133.33,365,-315.27,NO
1238,Penguin 🐧 MEV rewards,HnkhL3JYBSmb3s9thcVWzAQA9NqJb5m9U2d7mdDxprGo,13745.16,0.00004,0.999,0,0,0,0,0,0,179.55,1,179.55,133.33,365,-318.79,NO
1239,InfStones ✅ | MEV,37BPVW1Ne1XHrzK15xguAS2BTdobVfThDzTE2mv8SsnJ,13497.03,0.00004,0.999,0,1,0,0,185.59,0.5128,176.31,0.4872,361.89,133.33,365,-136.44,NO
1240,THW Validator,THWfRpcJSC7oDrNMSCcixTZmCHVBTEVQL4qnd1UTD1x,13345.91,0.00004,0.999,0.05,0.1,45.86,0.1923,18.35,0.0769,174.33,0.7308,238.54,133.33,365,-259.79,NO
1241,Retsina Technologies,9mg9SH69itqkRdy1CudMforH3ju7uR3K8GH8esGx4Mfx,12931.79,0.00003,0.999,0,0.08,0,0,14.23,0.0777,168.92,0.9223,183.15,133.33,365,-315.18,NO
1242,RSSA Validator,RSSAw6n7Tvqi5iJc2xvHMfk1bhx47GVqj2pj1bq5NUq,12330.33,0.00003,0.999,0,0.08,0,0,13.56,0.0777,161.07,0.9223,174.63,133.33,365,-323.7,NO
1243,Rapunzel,3m8Ct5n9feJFEuuXFb67oqt9XEJeBYkGyEdQRX33QQ5H,11104.43,0.00003,0.999,0,0,0,0,0,0,145.05,1,145.05,133.33,365,-353.28,NO
1244,SunshineVR,9ymU1ayh9mZVyDL4dUUtXKtX1wCaFNzZPGutLJgqzuC1,10613.8,0.00003,0.999,0,0,0,0,0,0,138.64,1,138.64,133.33,365,-359.69,NO
